,batting_team,bowling_team,city,current_score,balls_left,wickets_left,crr,last_five,runs_x
5217,India,South Africa,Centurion,164,8,6,8.785714285714286,50.0,188
13046,Bangladesh,Pakistan,Lahore,126,5,4,6.573913043478261,40.0,136
37514,West Indies,England,Barbados,111,39,8,8.222222222222221,43.0,170
18872,England,New Zealand,Christchurch,193,0,2,9.570247933884298,64.0,193
2314,England,New Zealand,Hamilton,108,52,8,9.529411764705882,53.0,194
18577,West Indies,South Africa,Johannesburg,57,49,7,4.816901408450704,24.0,131
5847,Sri Lanka,Bangladesh,Colombo,183,13,6,10.261682242990654,48.0,214
30114,New Zealand,South Africa,Hamilton,159,13,6,8.91588785046729,59.0,173
13127,Australia,India,Sydney,111,48,8,9.25,42.0,194
24936,Sri Lanka,West Indies,Barbados,167,12,9,9.277777777777779,51.0,195
38395,New Zealand,West Indies,Auckland,62,69,8,7.294117647058823,25.0,189
44362,Australia,South Africa,Durban,71,80,8,10.65,59.0,157
5911,Sri Lanka,India,Colombo,67,74,8,8.73913043478261,35.0,152
24299,South Africa,Afghanistan,Barbados,96,30,5,6.4,23.0,139
37151,South Africa,Sri Lanka,Colombo,68,32,6,4.636363636363637,22.0,115
17591,India,South Africa,Durban,53,61,7,5.389830508474576,20.0,153
12665,Sri Lanka,Pakistan,Lahore,162,7,4,8.601769911504425,34.0,182
13594,Pakistan,New Zealand,Auckland,29,84,6,4.833333333333333,22.0,153
11767,England,Australia,Southampton,72,64,8,7.714285714285714,24.0,162
33370,Pakistan,Australia,Colombo,28,89,9,5.419354838709677,27.0,149
36161,Pakistan,Australia,Dubai,48,71,9,5.877551020408164,23.0,151
40925,West Indies,Pakistan,Mirpur,101,20,5,6.06,27.0,166
39851,Sri Lanka,England,Chittagong,44,82,9,6.947368421052632,40.0,189
11447,India,New Zealand,Mount Maunganui,144,11,7,7.926605504587156,40.0,163
19148,South Africa,Bangladesh,Johannesburg,114,40,4,8.55,36.0,118
23806,Afghanistan,India,St Lucia,80,33,7,5.517241379310345,37.0,115
25401,Australia,Sri Lanka,Barbados,75,49,5,6.338028169014085,32.0,168
44897,India,Australia,Melbourne,110,41,9,8.354430379746836,32.0,184
22178,New Zealand,West Indies,Auckland,72,62,7,7.448275862068965,41.0,155
970,India,England,Nagpur,128,13,6,7.177570093457944,36.0,144
41676,Sri Lanka,Bangladesh,Chittagong,147,10,4,8.018181818181818,31.0,168
2464,New Zealand,Australia,Auckland,119,26,2,7.595744680851064,26.0,150
20066,England,Pakistan,London,76,76,8,10.363636363636363,63.0,185
38298,Sri Lanka,Pakistan,Dubai,125,41,9,9.49367088607595,59.0,211
19328,South Africa,Australia,Centurion,58,71,8,7.1020408163265305,35.0,156
33661,Sri Lanka,Pakistan,Colombo,84,43,9,6.545454545454546,41.0,139
1897,England,Australia,Melbourne,41,85,7,7.0285714285714285,29.0,137
27861,New Zealand,Sri Lanka,Lauderhill,65,48,7,5.416666666666667,28.0,120
17441,Bangladesh,Pakistan,Cape Town,43,87,9,7.818181818181818,32.0,140
12412,Pakistan,England,Manchester,164,14,7,9.283018867924529,47.0,190
2645,Pakistan,West Indies,Trinidad,25,90,9,5.0,25.0,132
49952,Pakistan,Bangladesh,Mirpur,20,85,7,3.4285714285714284,20.0,129
40875,West Indies,Pakistan,Mirpur,57,67,8,6.452830188679245,35.0,166
30586,West Indies,England,London,70,27,6,4.516129032258065,25.0,113
5178,India,South Africa,Centurion,97,47,6,7.972602739726027,43.0,188
18905,Australia,West Indies,Barbados,49,89,10,9.483870967741936,49.0,97
24874,Sri Lanka,West Indies,Barbados,64,72,9,8.0,47.0,195
22694,England,South Africa,Johannesburg,113,46,7,9.162162162162161,49.0,202
33182,West Indies,New Zealand,Pallekele,105,34,4,7.325581395348837,22.0,139
19946,India,Bangladesh,Nottingham,65,69,9,7.647058823529412,34.0,180
44045,Pakistan,Bangladesh,Mirpur,109,26,7,6.957446808510638,44.0,141
18973,Australia,England,Manchester,35,90,10,7.0,34.0,145
38332,Sri Lanka,Pakistan,Dubai,182,11,8,10.01834862385321,50.0,211
12340,Pakistan,England,Manchester,48,82,8,7.578947368421052,45.0,190
41784,Bangladesh,Sri Lanka,Chittagong,91,24,3,5.6875,28.0,120
49221,India,West Indies,Mumbai,35,90,10,7.0,35.0,192
31101,England,Pakistan,Abu Dhabi,119,5,4,6.208695652173913,36.0,129
41230,India,Sri Lanka,Mirpur,32,82,9,5.052631578947368,28.0,130
6803,Pakistan,South Africa,Centurion,128,27,5,8.258064516129032,38.0,168
31712,West Indies,Australia,Colombo,158,17,6,9.20388349514563,55.0,191
12236,Pakistan,England,Manchester,82,62,9,8.482758620689655,42.0,195
3645,Sri Lanka,India,Colombo,103,45,6,8.24,37.0,170
26902,Pakistan,New Zealand,Dubai,134,17,5,7.805825242718447,36.0,161
30482,West Indies,England,London,116,10,2,6.327272727272727,25.0,125
12718,Sri Lanka,Pakistan,Lahore,52,78,7,7.428571428571429,33.0,147
36188,Pakistan,Australia,Dubai,90,44,8,7.105263157894737,44.0,151
9832,Australia,South Africa,Johannesburg,81,73,9,10.340425531914894,44.0,196
21592,South Africa,India,Nottingham,97,34,8,6.767441860465116,36.0,130
34310,West Indies,Australia,St Lucia,52,73,8,6.638297872340425,33.0,150
45395,Sri Lanka,England,Southampton,101,40,5,7.575,32.0,140
18220,New Zealand,England,Manchester,78,34,5,5.441860465116279,27.0,123
25202,England,South Africa,Barbados,162,2,3,8.23728813559322,37.0,168
2541,West Indies,Pakistan,Barbados,39,70,6,4.68,20.0,111
7633,Bangladesh,West Indies,Lauderhill,53,71,7,6.489795918367347,31.0,171
28626,Pakistan,New Zealand,Christchurch,150,10,5,8.181818181818182,44.0,183
5520,India,Sri Lanka,Colombo,45,81,8,6.923076923076923,36.0,174
41223,India,Sri Lanka,Mirpur,24,89,9,4.645161290322581,23.0,130
2112,New Zealand,England,Wellington,195,1,5,9.831932773109244,49.0,196
30070,New Zealand,South Africa,Hamilton,88,54,9,8.0,39.0,173
14098,England,Australia,Southampton,59,77,8,8.232558139534884,48.0,179
10709,New Zealand,England,Wellington,85,65,7,9.272727272727273,55.0,176
40002,Australia,West Indies,Mirpur,89,59,6,8.754098360655737,48.0,178
31443,New Zealand,Bangladesh,Pallekele,111,38,9,8.121951219512194,47.0,191
20692,Sri Lanka,Pakistan,London,73,78,10,10.428571428571429,47.0,150
43131,South Africa,Australia,Sydney,62,74,10,8.08695652173913,49.0,145
1968,England,Australia,Melbourne,109,17,6,6.349514563106796,36.0,137
39148,Pakistan,India,Mirpur,89,35,7,6.2823529411764705,41.0,130
33055,Pakistan,India,Colombo,96,36,5,6.857142857142857,39.0,128
20807,India,West Indies,London,32,88,7,6.0,27.0,153
12636,Sri Lanka,Pakistan,Lahore,128,36,8,9.142857142857142,53.0,182
43660,South Africa,Bangladesh,Mirpur,113,41,7,8.582278481012658,40.0,169
29795,Australia,India,Melbourne,40,87,8,7.2727272727272725,37.0,131
3683,Sri Lanka,India,Colombo,147,9,3,7.945945945945946,34.0,170
15762,England,Australia,Cape Town,123,21,5,7.454545454545454,43.0,135
6354,Bangladesh,India,Colombo,164,1,2,8.268907563025211,54.0,166
32661,New Zealand,England,Pallekele,60,58,7,5.806451612903226,26.0,148
26735,Pakistan,England,Cardiff,60,61,7,6.101694915254237,19.0,126
34878,West Indies,New Zealand,Lauderhill,159,9,6,8.594594594594595,53.0,177
35421,New Zealand,South Africa,Durban,19,88,7,3.5625,18.0,86
11279,India,New Zealand,Wellington,87,55,5,8.03076923076923,36.0,165
11799,England,Australia,Southampton,115,32,5,7.840909090909091,41.0,162
2734,Pakistan,West Indies,Trinidad,131,2,1,6.661016949152542,44.0,132
9632,England,South Africa,Durban,141,20,5,8.46,39.0,204
42833,New Zealand,Pakistan,Dubai,135,5,3,7.043478260869565,48.0,144
12411,Pakistan,England,Manchester,163,15,7,9.314285714285715,46.0,190
44770,India,Australia,Adelaide,105,43,8,8.181818181818182,39.0,188
4678,Sri Lanka,Pakistan,Abu Dhabi,58,59,6,5.704918032786885,23.0,102
24425,Australia,Bangladesh,Barbados,85,27,4,5.483870967741935,28.0,141
11534,West Indies,India,Lauderhill,54,48,5,4.5,20.0,95
29004,West Indies,Pakistan,St Lucia,141,3,3,7.230769230769231,27.0,150
23272,New Zealand,Sri Lanka,Colombo,40,82,8,6.315789473684211,29.0,141
40301,South Africa,England,Chittagong,153,13,7,8.57943925233645,45.0,196
49381,England,West Indies,Kolkata,83,54,7,7.545454545454546,50.0,155
23163,Pakistan,Sri Lanka,Colombo,63,69,7,7.411764705882353,28.0,172
18922,Australia,West Indies,Barbados,72,73,8,9.191489361702128,45.0,97
39909,Sri Lanka,England,Chittagong,137,25,9,8.652631578947368,54.0,189
26540,New Zealand,Australia,Wellington,111,11,3,6.110091743119266,38.0,118
21220,England,India,London,97,34,7,6.767441860465116,29.0,153
38076,Pakistan,South Africa,Dubai,82,14,3,4.6415094339622645,24.0,98
5725,Bangladesh,India,Colombo,133,7,4,7.061946902654867,35.0,139
41311,India,Sri Lanka,Mirpur,126,2,7,6.406779661016949,31.0,130
33407,Pakistan,Australia,Colombo,76,53,8,6.8059701492537314,44.0,149
4282,England,India,Manchester,53,84,9,8.833333333333334,42.0,159
18296,Australia,India,Mumbai,60,80,9,9.0,47.0,166
44034,Pakistan,Bangladesh,Mirpur,90,37,7,6.506024096385542,40.0,141
39239,Sri Lanka,South Africa,Chittagong,77,69,8,9.058823529411764,43.0,165
37249,England,Australia,Melbourne,77,56,5,7.21875,33.0,130
46613,South Africa,Sri Lanka,Johannesburg,113,3,0,5.794871794871795,22.0,113
17104,New Zealand,South Africa,Durban,91,44,6,7.184210526315789,25.0,153
31911,India,England,Colombo,70,66,9,7.777777777777778,36.0,170
25371,Australia,Sri Lanka,Barbados,43,79,6,6.2926829268292686,28.0,168
35231,New Zealand,England,London,151,30,8,10.066666666666666,43.0,201
10400,India,Bangladesh,Nagpur,163,6,5,8.578947368421053,48.0,174
21062,New Zealand,Pakistan,London,41,77,7,5.72093023255814,24.0,99
7135,South Africa,Sri Lanka,Johannesburg,52,70,9,6.24,37.0,198
13445,New Zealand,West Indies,Mount Maunganui,42,89,10,8.129032258064516,42.0,238
34842,West Indies,New Zealand,Lauderhill,102,44,8,8.052631578947368,39.0,177
829,England,South Africa,Cardiff,138,32,7,9.409090909090908,58.0,181
21580,South Africa,India,Nottingham,77,46,8,6.243243243243243,23.0,130
21221,England,India,London,97,33,7,6.689655172413793,28.0,153
24795,Australia,India,Barbados,150,28,8,9.782608695652174,53.0,184
4187,Pakistan,New Zealand,Mount Maunganui,77,57,8,7.333333333333333,38.0,181
15122,South Africa,India,Johannesburg,85,34,5,5.930232558139535,35.0,126
35306,Australia,England,Southampton,63,81,9,9.692307692307692,48.0,248
23224,Pakistan,Sri Lanka,Colombo,161,9,5,8.702702702702704,46.0,172
21313,England,West Indies,London,75,66,8,8.333333333333334,43.0,161
37040,Sri Lanka,Bangladesh,Pallekele,148,20,6,8.88,48.0,198
22776,South Africa,England,Centurion,58,88,10,10.875,56.0,241
41429,South Africa,Pakistan,Johannesburg,140,8,4,7.5,35.0,153
33791,West Indies,Australia,Colombo,110,40,8,8.25,50.0,205
31288,India,Afghanistan,Colombo,62,64,8,6.642857142857143,39.0,159
9622,England,South Africa,Durban,125,30,6,8.333333333333334,35.0,204
49739,Bangladesh,Sri Lanka,Mirpur,65,50,7,5.571428571428571,21.0,147
10397,India,Bangladesh,Nagpur,159,9,5,8.594594594594595,52.0,174
33691,Sri Lanka,Pakistan,Colombo,115,15,8,6.571428571428571,31.0,139
30682,Sri Lanka,Pakistan,Abu Dhabi,92,59,7,9.049180327868852,31.0,141
19682,England,West Indies,Trinidad,43,84,9,7.166666666666667,34.0,121
4048,Pakistan,New Zealand,Auckland,86,66,10,9.555555555555555,56.0,201
2810,Bangladesh,Sri Lanka,Colombo,84,50,5,7.2,24.0,155
43544,South Africa,Bangladesh,Mirpur,100,31,6,6.741573033707865,34.0,148
47168,Afghanistan,Sri Lanka,Kolkata,46,64,8,4.928571428571429,17.0,153
7029,South Africa,Sri Lanka,Centurion,95,50,9,8.142857142857142,52.0,180
8638,Pakistan,Australia,Dubai,69,65,10,7.527272727272727,35.0,150
26913,Pakistan,New Zealand,Dubai,148,6,4,7.7894736842105265,37.0,161
22929,Australia,Pakistan,Dubai,73,57,5,6.9523809523809526,26.0,108
35339,Australia,England,Southampton,137,49,8,11.577464788732394,66.0,248
18249,New Zealand,England,Manchester,118,5,3,6.156521739130435,40.0,123
32784,West Indies,Sri Lanka,Pallekele,55,56,8,5.15625,35.0,129
49763,Bangladesh,Sri Lanka,Mirpur,101,26,7,6.446808510638298,39.0,147
13525,New Zealand,West Indies,Mount Maunganui,203,15,8,11.6,64.0,238
31406,New Zealand,Bangladesh,Pallekele,48,75,9,6.4,31.0,191
27110,Sri Lanka,India,Nagpur,92,57,9,8.761904761904763,49.0,215
3161,West Indies,Pakistan,Trinidad,52,70,8,6.24,25.0,124
37153,South Africa,Sri Lanka,Colombo,75,30,6,5.0,25.0,115
3405,West Indies,Afghanistan,St Kitts,71,71,9,8.693877551020408,40.0,112
40231,South Africa,England,Chittagong,54,81,10,8.307692307692308,37.0,196
46037,Pakistan,New Zealand,Hamilton,137,16,5,7.903846153846154,46.0,168
9497,Pakistan,Australia,Sydney,62,64,8,6.642857142857143,31.0,107
8764,Pakistan,New Zealand,Abu Dhabi,60,61,8,6.101694915254237,37.0,148
39500,West Indies,India,Mirpur,46,59,9,4.524590163934426,28.0,129
13465,New Zealand,West Indies,Mount Maunganui,68,69,8,8.0,43.0,238
25020,New Zealand,Pakistan,Barbados,64,56,6,6.0,24.0,133
42898,Australia,South Africa,Adelaide,57,63,7,6.0,19.0,144
11526,West Indies,India,Lauderhill,45,56,5,4.21875,12.0,95
44033,Pakistan,Bangladesh,Mirpur,89,38,7,6.512195121951219,39.0,141
1900,England,Australia,Melbourne,45,82,7,7.105263157894737,32.0,137
37639,England,West Indies,Barbados,105,35,6,7.411764705882353,55.0,152
11530,West Indies,India,Lauderhill,47,52,5,4.147058823529412,14.0,95
49128,New Zealand,England,Delhi,89,60,9,8.9,50.0,153
41967,South Africa,West Indies,Johannesburg,57,87,8,10.363636363636363,52.0,231
13761,Pakistan,New Zealand,Hamilton,88,40,6,6.6,32.0,163
21803,Sri Lanka,West Indies,London,64,66,10,7.111111111111111,41.0,158
168,Australia,Sri Lanka,Adelaide,65,79,10,9.512195121951219,50.0,187
8943,New Zealand,Pakistan,Dubai,138,8,5,7.392857142857143,50.0,153
10142,South Africa,India,Chandigarh,123,21,7,7.454545454545454,35.0,149
31148,West Indies,Bangladesh,Mirpur,49,80,9,7.35,38.0,132
41277,India,Sri Lanka,Mirpur,93,36,8,6.642857142857143,42.0,130
46091,New Zealand,Pakistan,Wellington,60,82,9,9.473684210526315,43.0,196
33752,West Indies,Australia,Colombo,53,78,9,7.571428571428571,40.0,205
22782,South Africa,England,Centurion,71,82,10,11.210526315789474,64.0,241
2825,Bangladesh,Sri Lanka,Colombo,103,35,5,7.270588235294118,31.0,155
47868,New Zealand,Pakistan,Chandigarh,44,90,10,8.8,44.0,180
16087,Bangladesh,South Africa,Cape Town,91,64,5,9.75,32.0,144
581,South Africa,New Zealand,Auckland,127,36,7,9.071428571428571,40.0,185
32297,West Indies,England,Pallekele,103,53,9,9.223880597014926,56.0,179
7562,Bangladesh,West Indies,St Kitts,128,20,3,7.68,22.0,143
13724,Pakistan,New Zealand,Hamilton,46,77,7,6.4186046511627906,30.0,163
18713,England,New Zealand,Auckland,120,35,5,8.470588235294118,38.0,184
42139,Pakistan,Australia,Dubai,57,45,3,4.56,21.0,96
615,South Africa,New Zealand,Auckland,181,2,5,9.203389830508474,44.0,185
30923,England,Pakistan,Dubai,82,58,6,7.935483870967742,44.0,150
43867,New Zealand,South Africa,Centurion,68,75,9,9.066666666666666,55.0,177
11828,England,Australia,Southampton,153,4,3,7.913793103448276,39.0,162
8790,Pakistan,New Zealand,Abu Dhabi,92,36,7,6.571428571428571,35.0,148
20128,England,Pakistan,London,157,18,5,9.235294117647058,42.0,185
28310,Pakistan,New Zealand,Auckland,62,77,8,8.651162790697674,37.0,143
49889,Sri Lanka,India,Mirpur,97,26,6,6.191489361702128,40.0,138
40058,Australia,West Indies,Mirpur,168,5,3,8.765217391304347,52.0,178
1857,New Zealand,Australia,Sydney,117,2,2,5.9491525423728815,34.0,117
20238,Australia,Sri Lanka,Nottingham,94,32,5,6.409090909090909,24.0,159
24929,Sri Lanka,West Indies,Barbados,153,19,9,9.089108910891088,47.0,195
48018,England,Afghanistan,Delhi,58,62,4,6.0,21.0,142
36342,Australia,Pakistan,Dubai,158,12,5,8.777777777777779,35.0,168
17220,India,England,Durban,92,59,10,9.049180327868852,55.0,218
19702,England,West Indies,Trinidad,66,66,7,7.333333333333333,38.0,121
14988,Sri Lanka,New Zealand,Auckland,60,53,4,5.373134328358209,18.0,115
47770,Bangladesh,Australia,Bangalore,62,65,8,6.763636363636364,42.0,156
34379,West Indies,Australia,St Lucia,147,4,4,7.603448275862069,54.0,150
21473,Sri Lanka,New Zealand,Nottingham,107,32,7,7.295454545454546,27.0,158
11629,India,West Indies,Lauderhill,61,78,10,8.714285714285714,52.0,167
41611,Sri Lanka,Bangladesh,Chittagong,77,72,8,9.625,56.0,168
15588,West Indies,Bangladesh,Johannesburg,54,71,9,6.612244897959184,35.0,164
6833,Pakistan,South Africa,Centurion,168,0,1,8.330578512396695,40.0,168
33892,West Indies,Sri Lanka,Colombo,32,63,8,3.3684210526315788,20.0,137
2614,West Indies,Pakistan,Barbados,111,1,3,5.5966386554621845,44.0,111
5214,India,South Africa,Centurion,158,11,6,8.697247706422019,51.0,188
34862,West Indies,New Zealand,Lauderhill,124,24,6,7.75,39.0,177
16097,Bangladesh,South Africa,Cape Town,101,56,4,9.46875,36.0,144
11862,Australia,England,Southampton,30,90,7,6.0,30.0,157
20613,England,South Africa,Nottingham,92,27,3,5.935483870967742,37.0,111
12971,Bangladesh,Pakistan,Lahore,40,76,8,5.454545454545454,34.0,136
11776,England,Australia,Southampton,85,55,7,7.846153846153846,31.0,162
17847,India,Australia,Durban,80,53,8,7.164179104477612,43.0,188
13618,Pakistan,New Zealand,Auckland,48,61,5,4.88135593220339,23.0,153
32342,West Indies,England,Pallekele,158,9,5,8.54054054054054,40.0,179
25026,New Zealand,Pakistan,Barbados,73,50,6,6.257142857142857,28.0,133
47575,South Africa,Afghanistan,Mumbai,179,12,6,9.944444444444445,68.0,209
39220,Sri Lanka,South Africa,Chittagong,44,87,8,8.0,28.0,165
47505,South Africa,Afghanistan,Mumbai,67,81,9,10.307692307692308,50.0,209
17087,New Zealand,South Africa,Durban,76,61,8,7.728813559322034,33.0,153
22841,South Africa,England,Centurion,204,23,6,12.618556701030927,60.0,241
7404,Australia,India,Sydney,84,49,7,7.098591549295775,31.0,164
39134,Pakistan,India,Mirpur,75,49,7,6.338028169014085,37.0,130
33180,West Indies,New Zealand,Pallekele,104,35,4,7.341176470588235,22.0,139
24565,Pakistan,England,Barbados,122,13,3,6.841121495327103,33.0,147
6334,Bangladesh,India,Colombo,133,20,5,7.98,53.0,166
40136,Bangladesh,India,Mirpur,69,52,6,6.088235294117647,41.0,138
8780,Pakistan,New Zealand,Abu Dhabi,79,46,7,6.405405405405405,39.0,148
5809,Sri Lanka,Bangladesh,Colombo,122,49,9,10.309859154929578,50.0,214
5859,Sri Lanka,Bangladesh,Colombo,206,1,5,10.38655462184874,56.0,214
23027,Bangladesh,West Indies,St Kitts,46,79,6,6.7317073170731705,34.0,118
45866,Pakistan,New Zealand,Auckland,78,59,8,7.672131147540983,40.0,171
7266,Australia,India,Melbourne,52,65,6,5.672727272727273,23.0,132
42167,Pakistan,Australia,Dubai,79,17,2,4.601941747572815,22.0,96
21837,Sri Lanka,West Indies,London,92,33,7,6.344827586206897,20.0,158
3099,Pakistan,West Indies,Trinidad,129,11,4,7.10091743119266,35.0,137
14590,South Africa,Australia,Johannesburg,59,79,9,8.634146341463415,44.0,201
28866,Pakistan,South Africa,Abu Dhabi,96,19,2,5.702970297029703,13.0,119
6491,South Africa,Pakistan,Cape Town,45,86,9,7.9411764705882355,40.0,192
3747,New Zealand,West Indies,Mount Maunganui,98,68,6,11.307692307692308,57.0,102
1302,West Indies,India,Lauderhill,76,58,6,7.354838709677419,25.0,143
28257,India,South Africa,Durban,156,8,5,8.357142857142858,43.0,168
3022,Pakistan,West Indies,Trinidad,41,86,8,7.235294117647059,37.0,137
39761,West Indies,Bangladesh,Mirpur,97,50,10,8.314285714285715,53.0,171
14715,Australia,England,Sydney,83,78,9,11.857142857142858,63.0,221
5854,Sri Lanka,Bangladesh,Colombo,198,6,6,10.421052631578947,55.0,214
2276,England,New Zealand,Hamilton,39,88,8,7.3125,29.0,194
20548,England,South Africa,Nottingham,25,89,8,4.838709677419355,23.0,111
43653,South Africa,Bangladesh,Mirpur,104,47,7,8.547945205479452,38.0,169
12848,Bangladesh,Pakistan,Lahore,50,74,10,6.521739130434782,35.0,141
19375,South Africa,Australia,Centurion,113,25,6,7.136842105263158,41.0,156
30953,England,Pakistan,Dubai,116,30,6,7.733333333333333,34.0,150
47499,South Africa,Afghanistan,Mumbai,62,87,9,11.272727272727273,54.0,209
33022,Pakistan,India,Colombo,50,68,6,5.769230769230769,20.0,128
13170,Australia,India,Sydney,177,6,5,9.31578947368421,49.0,194
36168,Pakistan,Australia,Dubai,56,64,9,6.0,28.0,151
22798,South Africa,England,Centurion,116,66,10,12.88888888888889,81.0,241
26972,Pakistan,New Zealand,Dubai,68,69,8,8.0,43.0,153
45119,England,Pakistan,Dubai,56,66,7,6.222222222222222,37.0,160
48056,England,Afghanistan,Delhi,93,26,3,5.9361702127659575,29.0,142
10371,India,Bangladesh,Nagpur,121,34,7,8.44186046511628,57.0,174
13388,West Indies,New Zealand,Auckland,132,44,5,10.421052631578947,51.0,180
12523,Sri Lanka,Pakistan,Lahore,134,27,8,8.64516129032258,45.0,165
23187,Pakistan,Sri Lanka,Colombo,101,45,7,8.08,43.0,172
11504,West Indies,India,Lauderhill,34,77,5,4.744186046511628,22.0,95
4415,India,England,Cardiff,37,76,7,5.045454545454546,29.0,148
34998,India,Sri Lanka,Pallekele,142,12,7,7.888888888888889,36.0,155
26300,Australia,England,Barbados,98,23,5,6.061855670103093,44.0,147
19463,Australia,South Africa,Melbourne,99,61,8,10.067796610169491,45.0,182
6315,Bangladesh,India,Colombo,98,39,6,7.2592592592592595,37.0,166
43167,South Africa,Australia,Sydney,107,38,8,7.829268292682927,32.0,145
12912,Bangladesh,Pakistan,Lahore,119,13,6,6.672897196261682,33.0,141
23347,New Zealand,Sri Lanka,Colombo,129,9,4,6.972972972972973,36.0,141
21170,England,India,London,44,83,9,7.135135135135135,41.0,153
31015,England,Pakistan,Abu Dhabi,36,88,9,6.75,34.0,129
29426,Sri Lanka,Australia,Pallekele,46,83,8,7.45945945945946,39.0,198
